Household,avg_income_usd,country,rural_urban,remesa_amount_usd,monthly_remesa_amount,Food,Health,COVID_19,Education,Utilities,ClothesandShoes,Housing,HousingRental,HomePurchase,AgriculturalInputs,BusinessVentures,Saving,MigantsComittments,MigrationLoanDebt,OtherDebts,Other,Tsum_check
0,240.0,SLV,2,100.0,100.0,,,,,40.0,,60.0,,,,,,,,,,100.0
1,600.0,SLV,2,300.0,100.0,50.0,,,,50.0,,,,,,,,,,,,100.0
2,550.0,SLV,2,75.0,75.0,,,,100.0,,,,,,,,,,,,,100.0
3,500.0,SLV,2,100.0,50.0,20.0,,,80.0,,,,,,,,,,,,,100.0
4,180.0,SLV,2,110.0,220.0,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
5,280.0,SLV,2,100.0,8.333333333333334,80.0,20.0,,,,,,,,,,,,,,,100.0
6,300.0,SLV,2,50.0,25.0,100.0,,,,,,,,,,,,,,,,100.0
7,350.0,SLV,2,250.0,41.666666666666664,35.0,35.0,,,30.0,,,,,,,,,,,,100.0
8,500.0,SLV,2,120.0,120.0,,,,100.0,,,,,,,,,,,,,100.0
9,360.0,SLV,2,100.0,50.0,50.0,,,50.0,,,,,,,,,,,,,100.0
10,300.0,SLV,2,25.0,8.333333333333334,60.0,,,,,40.0,,,,,,,,,,,100.0
11,1600.0,SLV,2,400.0,400.0,50.0,,,,50.0,,,,,,,,,,,,100.0
12,300.0,SLV,2,50.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
13,300.0,SLV,2,500.0,166.66666666666666,,100.0,,,,,,,,,,,,,,,100.0
14,320.0,SLV,2,150.0,300.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
15,100.0,SLV,2,300.0,100.0,70.0,,,,30.0,,,,,,,,,,,,100.0
16,600.0,SLV,2,200.0,200.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
17,400.0,SLV,2,350.0,350.0,20.0,10.0,,,70.0,,,,,,,,,,,,100.0
18,7.995,GT,1,5.33,10.66,100.0,,,,,,,,,,,,,,,,100.0
19,5.33,GT,1,5.33,5.33,50.0,,,,,,,,,,,,,50.0,,,100.0
20,4.264,GT,1,1.599,1.599,50.0,50.0,,,,,,,,,,,,,,,100.0
21,23.985,GT,1,7.995,7.995,75.0,25.0,,,,,,,,,,,,,,,100.0
22,31.98,GT,1,10.66,3.5533333333333332,50.0,,,,,,50.0,,,,,,,,,,100.0
23,26.650000000000002,GT,1,10.66,21.32,50.0,,,,30.0,,20.0,,,,,,,,,,100.0
24,53.300000000000004,GT,1,13.325000000000001,57.2975,,,,,,,100.0,,,,,,,,,,100.0
25,400.0,SLV,1,60.0,30.0,100.0,,,,,,,,,,,,,,,,100.0
26,150.0,SLV,1,100.0,100.0,80.0,20.0,,,,,,,,,,,,,,,100.0
27,100.0,SLV,1,100.0,100.0,50.0,50.0,,,,,,,,,,,,,,,100.0
28,300.0,SLV,1,150.0,150.0,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
29,400.0,SLV,2,100.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
30,550.0,SLV,2,150.0,150.0,100.0,,,,,,,,,,,,,,,,100.0
31,500.0,SLV,2,250.0,250.0,40.0,,,,10.0,,50.0,,,,,,,,,,100.0
32,700.0,SLV,2,400.0,400.0,50.0,25.0,,25.0,,,,,,,,,,,,,100.0
33,350.0,SLV,2,25.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
34,450.0,SLV,2,100.0,100.0,,,,,,,,,,,,,,,,100.0,100.0
35,200.0,SLV,1,150.0,150.0,70.0,30.0,,,,,,,,,,,,,,,100.0
36,200.0,SLV,1,150.0,150.0,100.0,,,,,,,,,,,,,,,,100.0
37,13.325000000000001,GT,2,13.325000000000001,26.650000000000002,40.0,35.0,,,,25.0,,,,,,,,,,,100.0
38,120.0,SLV,1,100.0,100.0,40.0,50.0,,,10.0,,,,,,,,,,,,100.0
39,200.0,SLV,1,100.0,16.666666666666668,80.0,10.0,,,10.0,,,,,,,,,,,,100.0
40,150.0,SLV,2,50.0,8.333333333333334,75.0,25.0,,,,,,,,,,,,,,,100.0
41,350.0,SLV,2,150.0,150.0,50.0,,,,,50.0,,,,,,,,,,,100.0
42,150.0,SLV,2,50.0,25.0,50.0,,,,50.0,,,,,,,,,,,,100.0
43,5.33,GT,1,15.99,5.33,75.0,25.0,,,,,,,,,,,,,,,100.0
44,13.325000000000001,GT,1,26.650000000000002,13.325000000000001,,,,,,,,,75.0,,,,,,25.0,,100.0
45,800.0,SLV,2,600.0,600.0,20.0,70.0,,,10.0,,,,,,,,,,,,100.0
46,500.0,SLV,2,150.0,75.0,,,,,100.0,,,,,,,,,,,,100.0
47,300.0,SLV,2,100.0,100.0,,,,50.0,50.0,,,,,,,,,,,,100.0
48,13.325000000000001,GT,2,7.995,7.995,,,,100.0,,,,,,,,,,,,,100.0
49,13.325000000000001,GT,2,10.66,10.66,75.0,,,25.0,,,,,,,,,,,,,100.0
50,31.98,GT,1,21.32,42.64,,,,,,,,,,,,,,100.0,,,100.0
51,21.32,GT,1,7.995,3.9975,70.0,20.0,,,,10.0,,,,,,,,,,,100.0
52,63.96,GT,1,13.325000000000001,57.2975,,,,,,,100.0,,,,,,,,,,100.0
53,500.0,SLV,1,500.0,500.0,80.0,,,,20.0,,,,,,,,,,,,100.0
54,300.0,SLV,1,300.0,600.0,50.0,20.0,,,30.0,,,,,,,,,,,,100.0
55,300.0,SLV,1,75.0,12.5,,,,,,,100.0,,,,,,,,,,100.0
56,1500.0,SLV,2,50.0,8.333333333333334,50.0,10.0,,,,,,,,,,,,,,40.0,100.0
57,800.0,SLV,2,400.0,400.0,50.0,,,,25.0,,,25.0,,,,,,,,,100.0
58,800.0,SLV,2,300.0,100.0,80.0,,,,20.0,,,,,,,,,,,,100.0
59,300.0,SLV,1,100.0,33.333333333333336,70.0,,,,30.0,,,,,,,,,,,,100.0
60,350.0,SLV,1,170.0,340.0,75.0,,,,25.0,,,,,,,,,,,,100.0
61,100.0,SLV,1,50.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
62,70.0,SLV,2,100.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
63,200.0,SLV,1,200.0,200.0,80.0,,,,20.0,,,,,,,,,,,,100.0
64,350.0,SLV,1,100.0,100.0,80.0,10.0,,,10.0,,,,,,,,,,,,100.0
65,200.0,SLV,2,50.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
66,150.0,SLV,2,150.0,150.0,40.0,30.0,,,30.0,,,,,,,,,,,,100.0
67,300.0,SLV,1,200.0,200.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
68,400.0,SLV,2,100.0,33.333333333333336,50.0,,,,50.0,,,,,,,,,,,,100.0
69,200.0,SLV,1,100.0,50.0,50.0,50.0,,,,,,,,,,,,,,,100.0
70,500.0,SLV,2,300.0,100.0,75.0,,,,25.0,,,,,,,,,,,,100.0
71,100.0,SLV,1,600.0,100.0,,100.0,,,,,,,,,,,,,,,100.0
72,300.0,SLV,2,50.0,8.333333333333334,80.0,,,,20.0,,,,,,,,,,,,100.0
73,53.300000000000004,HND,2,63.96,63.96,50.0,,,40.0,10.0,,,,,,,,,,,,100.0
74,53.300000000000004,HND,1,42.64,42.64,50.0,,,30.0,,20.0,,,,,,,,,,,100.0
75,21.32,GT,1,37.31,74.62,25.0,,,,,,,,,,,,,75.0,,,100.0
76,31.98,HND,1,12.792000000000002,4.264,60.0,,,,,40.0,,,,,,,,,,,100.0
77,6.396,GT,1,3.7310000000000003,3.7310000000000003,80.0,,,,,20.0,,,,,,,,,,,100.0
78,225.0,SLV,1,100.0,100.0,70.0,,,,30.0,,,,,,,,,,,,100.0
79,18.655,HND,1,10.66,10.66,80.0,20.0,,,,,,,,,,,,,,,100.0
80,200.0,SLV,1,50.0,8.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
81,400.0,SLV,1,200.0,200.0,15.0,75.0,,,10.0,,,,,,,,,,,,100.0
82,300.0,SLV,1,200.0,200.0,70.0,,,,30.0,,,,,,,,,,,,100.0
83,100.0,SLV,1,150.0,50.0,20.0,,,,,,,,,,,,,,80.0,,100.0
84,100.0,SLV,1,100.0,33.333333333333336,100.0,,,,,,,,,,,,,,,,100.0
85,550.0,SLV,1,200.0,200.0,75.0,,,,25.0,,,,,,,,,,,,100.0
86,500.0,SLV,1,200.0,100.0,80.0,20.0,,,,,,,,,,,,,,,100.0
87,350.0,SLV,1,150.0,150.0,100.0,,,,,,,,,,,,,,,,100.0
88,100.0,SLV,1,150.0,75.0,70.0,20.0,,,10.0,,,,,,,,,,,,100.0
89,130.0,SLV,1,50.0,50.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
90,120.0,SLV,1,120.0,120.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
91,200.0,SLV,1,200.0,200.0,100.0,,,,,,,,,,,,,,,,100.0
92,200.0,SLV,1,200.0,200.0,50.0,,,,50.0,,,,,,,,,,,,100.0
93,150.0,SLV,1,100.0,100.0,50.0,,,,50.0,,,,,,,,,,,,100.0
94,200.0,SLV,1,50.0,4.166666666666667,100.0,,,,,,,,,,,,,,,,100.0
95,400.0,SLV,1,400.0,400.0,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
96,100.0,SLV,1,100.0,100.0,50.0,,,,50.0,,,,,,,,,,,,100.0
97,100.0,SLV,1,150.0,150.0,50.0,,,,50.0,,,,,,,,,,,,100.0
98,120.0,SLV,1,100.0,16.666666666666668,80.0,5.0,,,15.0,,,,,,,,,,,,100.0
99,200.0,SLV,1,50.0,50.0,50.0,50.0,,,,,,,,,,,,,,,100.0
100,400.0,SLV,1,100.0,100.0,70.0,10.0,,,20.0,,,,,,,,,,,,100.0
101,150.0,SLV,2,40.0,13.333333333333334,100.0,,,,,,,,,,,,,,,,100.0
102,200.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
103,150.0,SLV,1,100.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
104,300.0,SLV,2,50.0,4.166666666666667,100.0,,,,,,,,,,,,,,,,100.0
105,280.0,SLV,2,100.0,50.0,80.0,10.0,,,10.0,,,,,,,,,,,,100.0
106,300.0,SLV,2,50.0,8.333333333333334,,,,,,,,,,,100.0,,,,,,100.0
107,300.0,SLV,2,300.0,300.0,25.0,50.0,,,25.0,,,,,,,,,,,,100.0
108,300.0,SLV,2,200.0,200.0,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
109,1100.0,SLV,2,300.0,300.0,,100.0,,,,,,,,,,,,,,,100.0
110,350.0,SLV,2,225.0,225.0,50.0,,,,50.0,,,,,,,,,,,,100.0
111,3000.0,SLV,2,300.0,100.0,,75.0,,,10.0,15.0,,,,,,,,,,,100.0
112,31.98,HND,1,31.98,31.98,60.0,40.0,,,,,,,,,,,,,,,100.0
113,79.95,HND,1,53.300000000000004,53.300000000000004,60.0,,,30.0,10.0,,,,,,,,,,,,100.0
114,26.650000000000002,HND,1,5.33,1.7766666666666666,100.0,,,,,,,,,,,,,,,,100.0
115,42.64,HND,2,100.0,16.666666666666668,,,,50.0,,50.0,,,,,,,,,,,100.0
116,106.60000000000001,HND,2,42.64,21.32,40.0,10.0,,50.0,,,,,,,,,,,,,100.0
117,15.99,GT,2,7.995,7.995,60.0,,,,40.0,,,,,,,,,,,,100.0
118,15.99,GT,1,1.8655000000000002,8.021650000000001,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
119,26.650000000000002,GT,1,4.1574,4.1574,100.0,,,,,,,,,,,,,,,,100.0
120,35.711,HND,2,26.650000000000002,26.650000000000002,40.0,30.0,,,30.0,,,,,,,,,,,,100.0
121,63.96,HND,2,21.32,7.1066666666666665,70.0,,,,30.0,,,,,,,,,,,,100.0
122,58.63,HND,2,21.32,10.66,60.0,,,,40.0,,,,,,,,,,,,100.0
123,53.300000000000004,GT,1,10.66,45.838,60.0,,,30.0,,10.0,,,,,,,,,,,100.0
124,9.061,HND,1,18.655,6.218333333333334,,40.0,,40.0,20.0,,,,,,,,,,,,100.0
125,20.254,GT,2,15.99,15.99,50.0,,,,,,25.0,,,,,,,25.0,,,100.0
126,10.66,GT,2,3.9975,3.9975,50.0,50.0,,,,,,,,,,,,,,,100.0
127,240.0,SLV,1,200.0,200.0,50.0,50.0,,,,,,,,,,,,,,,100.0
128,500.0,SLV,1,100.0,33.333333333333336,20.0,80.0,,,,,,,,,,,,,,,100.0
129,300.0,SLV,2,150.0,75.0,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
130,13.325000000000001,HND,1,13.325000000000001,13.325000000000001,70.0,30.0,,,,,,,,,,,,,,,100.0
131,200.0,SLV,1,100.0,100.0,50.0,,,,50.0,,,,,,,,,,,,100.0
132,300.0,SLV,1,300.0,300.0,50.0,,,20.0,30.0,,,,,,,,,,,,100.0
133,150.0,SLV,1,150.0,150.0,50.0,,,,50.0,,,,,,,,,,,,100.0
134,75.0,SLV,1,100.0,100.0,50.0,,,30.0,20.0,,,,,,,,,,,,100.0
135,50.0,SLV,1,50.0,50.0,50.0,,,,50.0,,,,,,,,,,,,100.0
136,300.0,SLV,1,150.0,150.0,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
137,200.0,SLV,1,150.0,150.0,50.0,20.0,,,30.0,,,,,,,,,,,,100.0
138,500.0,SLV,1,400.0,400.0,50.0,10.0,,,40.0,,,,,,,,,,,,100.0
139,400.0,SLV,1,100.0,33.333333333333336,50.0,,,,50.0,,,,,,,,,,,,100.0
140,200.0,SLV,1,200.0,200.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
141,100.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
142,21.32,HND,2,60.0,60.0,80.0,20.0,,,,,,,,,,,,,,,100.0
143,150.0,SLV,1,75.0,12.5,100.0,,,,,,,,,,,,,,,,100.0
144,300.0,SLV,1,100.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
145,100.0,SLV,1,100.0,100.0,70.0,10.0,,,20.0,,,,,,,,,,,,100.0
146,300.0,SLV,1,100.0,50.0,75.0,,,,25.0,,,,,,,,,,,,100.0
147,150.0,SLV,1,150.0,150.0,80.0,,10.0,,10.0,,,,,,,,,,,,100.0
148,300.0,SLV,1,150.0,150.0,10.0,75.0,,,15.0,,,,,,,,,,,,100.0
149,50.0,SLV,1,30.0,15.0,100.0,,,,,,,,,,,,,,,,100.0
150,30.0,SLV,1,100.0,100.0,,100.0,,,,,,,,,,,,,,,100.0
151,80.0,SLV,1,50.0,25.0,100.0,,,,,,,,,,,,,,,,100.0
152,200.0,SLV,1,200.0,200.0,55.0,25.0,,,20.0,,,,,,,,,,,,100.0
153,100.0,SLV,1,100.0,16.666666666666668,80.0,,,,10.0,10.0,,,,,,,,,,,100.0
154,300.0,SLV,1,300.0,300.0,70.0,10.0,,,20.0,,,,,,,,,,,,100.0
155,200.0,SLV,1,200.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
156,180.0,SLV,1,150.0,50.0,50.0,20.0,,30.0,,,,,,,,,,,,,100.0
157,34.645,HND,1,200.0,200.0,60.0,,,10.0,30.0,,,,,,,,,,,,100.0
158,26.650000000000002,HND,1,50.0,100.0,70.0,20.0,,10.0,,,,,,,,,,,,,100.0
159,63.96,HND,2,26.650000000000002,26.650000000000002,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
160,4.264,GT,2,1.599,0.2665,100.0,,,,,,,,,,,,,,,,100.0
161,53.300000000000004,HND,1,300.0,300.0,80.0,10.0,,,10.0,,,,,,,,,,,,100.0
162,18.655,HND,1,15.99,15.99,80.0,10.0,,,10.0,,,,,,,,,,,,100.0
163,4.797000000000001,GT,2,5.33,2.665,50.0,,,,,30.0,,,,,,20.0,,,,,100.0
164,15.99,GT,1,7.995,7.995,50.0,,,,30.0,20.0,,,,,,,,,,,100.0
165,26.650000000000002,GT,1,300.0,300.0,75.0,,,,25.0,,,,,,,,,,,,100.0
166,200.0,SLV,1,200.0,100.0,50.0,40.0,,,10.0,,,,,,,,,,,,100.0
167,340.0,SLV,1,300.0,300.0,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
168,200.0,SLV,2,100.0,200.0,60.0,10.0,,,30.0,,,,,,,,,,,,100.0
169,300.0,SLV,2,300.0,300.0,50.0,,30.0,,20.0,,,,,,,,,,,,100.0
170,200.0,SLV,1,200.0,100.0,80.0,10.0,,,10.0,,,,,,,,,,,,100.0
171,42.64,HND,1,10.66,10.66,60.0,,,40.0,,,,,,,,,,,,,100.0
172,250.0,SLV,1,100.0,50.0,70.0,5.0,,,25.0,,,,,,,,,,,,100.0
173,300.0,SLV,1,500.0,166.66666666666666,,100.0,,,,,,,,,,,,,,,100.0
174,360.0,SLV,1,50.0,4.166666666666667,,100.0,,,,,,,,,,,,,,,100.0
175,350.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
176,280.0,SLV,1,50.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
177,400.0,SLV,1,50.0,4.166666666666667,100.0,,,,,,,,,,,,,,,,100.0
178,600.0,SLV,2,100.0,430.0,60.0,,,,40.0,,,,,,,,,,,,100.0
179,200.0,SLV,1,150.0,150.0,80.0,20.0,,,,,,,,,,,,,,,100.0
180,150.0,SLV,1,75.0,75.0,50.0,50.0,,,,,,,,,,,,,,,100.0
181,300.0,SLV,1,60.0,60.0,45.0,15.0,,,40.0,,,,,,,,,,,,100.0
182,570.0,SLV,1,300.0,100.0,,,,75.0,25.0,,,,,,,,,,,,100.0
183,300.0,SLV,2,300.0,300.0,70.0,,,,30.0,,,,,,,,,,,,100.0
184,200.0,SLV,1,50.0,25.0,50.0,,,,50.0,,,,,,,,,,,,100.0
185,5.33,GT,1,3.9975,3.9975,60.0,,,,,40.0,,,,,,,,,,,100.0
186,300.0,SLV,1,30.0,10.0,80.0,20.0,,,,,,,,,,,,,,,100.0
187,100.0,SLV,1,70.0,5.833333333333333,100.0,,,,,,,,,,,,,,,,100.0
188,250.0,SLV,1,50.0,25.0,100.0,,,,,,,,,,,,,,,,100.0
189,250.0,SLV,1,50.0,25.0,,100.0,,,,,,,,,,,,,,,100.0
190,180.0,SLV,1,50.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
191,500.0,SLV,1,100.0,100.0,,100.0,,,,,,,,,,,,,,,100.0
192,500.0,SLV,1,200.0,66.66666666666667,60.0,20.0,,,20.0,,,,,,,,,,,,100.0
193,300.0,SLV,1,100.0,100.0,50.0,50.0,,,,,,,,,,,,,,,100.0
194,250.0,SLV,1,0.26649999999999996,0.26649999999999996,20.0,80.0,,,,,,,,,,,,,,,100.0
195,18.655,GT,1,0.7995,0.7995,80.0,10.0,,,,10.0,,,,,,,,,,,100.0
196,10.66,GT,1,28.782,28.782,50.0,,,,50.0,,,,,,,,,,,,100.0
197,3.7310000000000003,GT,1,1.599,0.2665,75.0,,,,25.0,,,,,,,,,,,,100.0
198,15.99,GT,1,7.995,2.665,15.0,75.0,,,10.0,,,,,,,,,,,,100.0
199,15.99,GT,1,11.193,3.731,80.0,10.0,,,10.0,,,,,,,,,,,,100.0
200,53.300000000000004,HND,1,53.300000000000004,53.300000000000004,50.0,20.0,,,,,,30.0,,,,,,,,,100.0
201,27.716,GT,1,100.0,100.0,60.0,,,,40.0,,,,,,,,,,,,100.0
202,42.64,GT,1,1000.0,2000.0,50.0,,,,25.0,25.0,,,,,,,,,,,100.0
203,7.995,HND,1,13.325000000000001,13.325000000000001,60.0,10.0,,,,,,,,,30.0,,,,,,100.0
204,5.33,HND,1,10.66,10.66,50.0,25.0,25.0,,,,,,,,,,,,,,100.0
205,15.457,GT,1,5.33,2.665,100.0,,,,,,,,,,,,,,,,100.0
206,34.645,GT,1,37.31,74.62,40.0,,,,,,,,,,,20.0,,40.0,,,100.0
207,26.650000000000002,GT,1,26.650000000000002,26.650000000000002,25.0,,,,,,50.0,,,,,,,25.0,,,100.0
208,69.29,HND,1,230.0,230.0,70.0,,,,25.0,,,,,,,,,,,5.0,100.0
209,85.28,HND,1,120.0,20.0,60.0,,,20.0,20.0,,,,,,,,,,,,100.0
